*************************************************************************
*****                                                               *****
*****               OSIRIS Inertial Fusion Plant                    *****
*****               Stuart Muldrew (01/08/2019)                     *****
*****               Based on run by Peter Knight                    *****
*****                                                               *****
*****                                                               *****
*************************************************************************

*---------------Constraint Equations---------------*

neqns = 0              *No equality constraints
icc = 16               *Net electric power lower limit

*---------------Iteration Variables----------------*
ixc = 81               *edrive
edrive = 5.0D6         *IFE driver energy (J)

*-----------------Global Variables-----------------*
runtitle = IFE_001

*---------------Constraint Variables---------------*
p_plant_electric_net_required_mw  = 1000.0     *Required net electric power (MW)
v1matf(15)  = 0.0000   *Void 1 material fraction (lower Li20)
v1matf(16)  = 0.0000   *Void 1 material fraction (radial concrete)
v1matf(17)  = 0.0000   *Void 1 material fraction (upper concrete)
v1matf(18)  = 0.0000   *Void 1 material fraction (lower concrete)
v1matf(19)  = 0.0000   *Void 1 material fraction (radial helium)
v1matf(20)  = 0.0000   *Void 1 material fraction (upper helium)
v1matf(21)  = 0.0000   *Void 1 material fraction (lower helium)
v1matf(22)  = 0.0000   *Void 1 material fraction (radial xenon)
v1matf(23)  = 0.0000   *Void 1 material fraction (upper xenon)
v1matf(24)  = 0.0000   *Void 1 material fraction (lower xenon)
v1matf(25)  = 0.0000   *Void 1 material fraction (radial lithium)
v1matf(26)  = 0.0000   *Void 1 material fraction (upper lithium)
v1matf(27)  = 0.0000   *Void 1 material fraction (lower lithium)

v2dr        = 2.19     *Radial thickness of IFE void between blanket and shield (m)
v2dzl       = 0.0      *Vertical thickness of IFE void 2 below chamber (m)
v2dzu       = 0.85     *Vertical thickness of IFE void 2 above chamber (m)

v2matf(1)   = 0.9500   *Void 2 material fraction (radial void)
v2matf(2)   = 0.9500   *Void 2 material fraction (upper void)
v2matf(3)   = 0.9500   *Void 2 material fraction (lower void)
v2matf(4)   = 0.0000   *Void 2 material fraction (radial steel)
v2matf(5)   = 0.0000   *Void 2 material fraction (upper steel)
v2matf(6)   = 0.0000   *Void 2 material fraction (lower steel)
v2matf(7)   = 0.0000   *Void 2 material fraction (radial carbon)
v2matf(8)   = 0.0000   *Void 2 material fraction (upper carbon)
v2matf(9)   = 0.0000   *Void 2 material fraction (lower carbon)
v2matf(10)  = 0.0500   *Void 2 material fraction (radial FLiBe)
v2matf(11)  = 0.0500   *Void 2 material fraction (upper FLiBe)
v2matf(12)  = 0.5000   *Void 2 material fraction (lower FLiBe)
v2matf(13)  = 0.0000   *Void 2 material fraction (radial Li20)
v2matf(14)  = 0.0000   *Void 2 material fraction (upper Li20)
v2matf(15)  = 0.0000   *Void 2 material fraction (lower Li20)
v2matf(16)  = 0.0000   *Void 2 material fraction (radial concrete)
v2matf(17)  = 0.0000   *Void 2 material fraction (upper concrete)
v2matf(18)  = 0.0000   *Void 2 material fraction (lower concrete)
v2matf(19)  = 0.0000   *Void 2 material fraction (radial helium)
v2matf(20)  = 0.0000   *Void 2 material fraction (upper helium)
v2matf(21)  = 0.0000   *Void 2 material fraction (lower helium)
v2matf(22)  = 0.0000   *Void 2 material fraction (radial xenon)
v2matf(23)  = 0.0000   *Void 2 material fraction (upper xenon)
v2matf(24)  = 0.0000   *Void 2 material fraction (lower xenon)
v2matf(25)  = 0.0000   *Void 2 material fraction (radial lithium)
v2matf(26)  = 0.0000   *Void 2 material fraction (upper lithium)
v2matf(27)  = 0.0000   *Void 2 material fraction (lower lithium)

v3dr        = 3.5      *Radial thickness of IFE void outside shield (m)
v3dzl       = 0.0      *Vertical thickness of IFE void 3 below chamber (m)
v3dzu       = 13.64    *Vertical thickness of IFE void 3 above chamber (m)

v3matf(1)   = 1.0000   *Void 3 material fraction (radial void)
v3matf(2)   = 1.0000   *Void 3 material fraction (upper void)
v3matf(3)   = 1.0000   *Void 3 material fraction (lower void)
v3matf(4)   = 0.0000   *Void 3 material fraction (radial steel)
v3matf(5)   = 0.0000   *Void 3 material fraction (upper steel)
v3matf(6)   = 0.0000   *Void 3 material fraction (lower steel)
v3matf(7)   = 0.0000   *Void 3 material fraction (radial carbon)
v3matf(8)   = 0.0000   *Void 3 material fraction (upper carbon)
v3matf(9)   = 0.0000   *Void 3 material fraction (lower carbon)
v3matf(10)  = 0.0000   *Void 3 material fraction (radial FLiBe)
v3matf(11)  = 0.0000   *Void 3 material fraction (upper FLiBe)
v3matf(12)  = 0.0000   *Void 3 material fraction (lower FLiBe)
v3matf(13)  = 0.0000   *Void 3 material fraction (radial Li20)
v3matf(14)  = 0.0000   *Void 3 material fraction (upper Li20)
v3matf(15)  = 0.0000   *Void 3 material fraction (lower Li20)
v3matf(16)  = 0.0000   *Void 3 material fraction (radial concrete)
v3matf(17)  = 0.0000   *Void 3 material fraction (upper concrete)
v3matf(18)  = 0.0000   *Void 3 material fraction (lower concrete)
v3matf(19)  = 0.0000   *Void 3 material fraction (radial helium)
v3matf(20)  = 0.0000   *Void 3 material fraction (upper helium)
v3matf(21)  = 0.0000   *Void 3 material fraction (lower helium)
v3matf(22)  = 0.0000   *Void 3 material fraction (radial xenon)
v3matf(23)  = 0.0000   *Void 3 material fraction (upper xenon)
v3matf(24)  = 0.0000   *Void 3 material fraction (lower xenon)
v3matf(25)  = 0.0000   *Void 3 material fraction (radial lithium)
v3matf(26)  = 0.0000   *Void 3 material fraction (upper lithium)
v3matf(27)  = 0.0000   *Void 3 material fraction (lower lithium)

*------------------FWBS Variables------------------*
f_p_blkt_multiplication       = 1.26     *Energy multiplication in blanket and shield
fhole       = 0.0      *Area fraction taken up by other holes 

*-----------------Cost Variables-------------------*
cost_model = 0         *1990 cost model
abktflnc    = 20.0     *Allowable first wall/blanket neutron fluence (MW-yr/m2)
f_t_plant_available      = 0.75     *Total plant availability fraction
fcdfuel     = 0.0      *Fraction of current drive cost treated as fuel (if ifueltyp = 1)
fkind       = 1.0      *Multiplier for Nth of a kind costs
i_plant_availability      = 0        *Switch for plant availability model (use f_t_plant_available)
ifueltyp    = 1        *Fuel Switch (1: Treat blankets, FW and fcdfuel of CD as fuel)
ireactor    = 1        *Switch for net electric and CoE (1: calculate)
lsa         = 4        *Level of safety assurance switch (4: like current fission plant)
uccarb      = 500.0    *Cost of carbon cloth ($/kg)
ucf1        = 5.0D6    *Cost of fuelling system ($)
ucme        = 3.0D8    *Cost of maintenance equipment ($)

*---------------Buildings Variables----------------*
pibv        = 4.0D4    *Power injection building volume (m3)
rbrt        = 3.2      *Reactor building roof thickness (m)
rbwt        = 3.2      *Reactor building wall thickness (m)

*---------------Heat Transport Variables-----------*
eta_turbine       = 0.45    *Thermal-to-electric conversion efficiency
fauxbop     = 0.0     *Fraction of gross electric power to balance-of-plant
htpmw_ife   = 10.0    *IFE heat transport system electrical pump power (MW)
